CustomerID,TenureMonths,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,SupportTickets,TechSupportCalls,SeniorCitizen,Dependents,PaperlessBilling,Churn
CUST11172,29,91.25,2560.1,Month-to-month,No,Electronic check,3,2,No,No,Yes,1
CUST11173,13,117.63,1218.88,Two year,DSL,Mailed check,3,3,No,Yes,No,1
CUST11174,1,92.04,92.04,Month-to-month,Fiber optic,Bank transfer,1,3,No,Yes,Yes,1
CUST11175,25,79.82,1978.14,Two year,Fiber optic,Bank transfer,5,5,Yes,Yes,No,1
CUST11176,23,99.84,2232.9,One year,Fiber optic,Mailed check,2,1,No,No,Yes,1
CUST11177,14,71.98,1046.45,One year,No,Electronic check,2,1,No,No,No,1
CUST11178,19,61.34,1304.73,One year,Fiber optic,Electronic check,1,2,Yes,Yes,Yes,1
CUST11179,2,74.1,199.84,Two year,No,Bank transfer,3,0,No,No,No,1
CUST11180,44,42.82,1986.72,One year,Fiber optic,Mailed check,2,0,No,No,Yes,1
CUST11181,67,108.64,7389.79,Month-to-month,DSL,Mailed check,1,1,No,No,Yes,1
CUST11182,50,52.37,2516.61,Month-to-month,Fiber optic,Credit card,1,1,No,No,Yes,1
CUST11183,33,41.12,1400.87,One year,Fiber optic,Electronic check,2,1,No,Yes,No,1
CUST11184,31,50.87,1676.49,Month-to-month,No,Credit card,3,2,No,No,Yes,1
CUST11185,23,113.42,2565.06,Month-to-month,No,Mailed check,3,2,No,Yes,Yes,1
CUST11186,11,59.67,577.31,Month-to-month,DSL,Credit card,0,4,Yes,Yes,No,1
CUST11187,44,97.04,4322.8,Month-to-month,DSL,Credit card,2,1,No,No,Yes,0
CUST11188,41,114.92,4563.56,Month-to-month,DSL,Bank transfer,1,0,No,No,Yes,0
CUST11189,1,33.16,33.16,One year,Fiber optic,Mailed check,1,1,No,No,Yes,1
CUST11190,30,105.33,3093.22,One year,DSL,Electronic check,5,1,No,No,Yes,1
CUST11191,21,57.3,1248.35,Two year,Fiber optic,Electronic check,0,1,No,No,Yes,1
CUST11192,13,47.75,642.64,Month-to-month,Fiber optic,Credit card,1,1,No,Yes,Yes,1
CUST11193,51,97.33,5067.07,Month-to-month,No,Electronic check,3,3,No,No,No,1
CUST11194,38,120.53,4487.95,One year,DSL,Mailed check,1,2,Yes,No,Yes,1
CUST11195,46,55.98,2477.53,Month-to-month,Fiber optic,Mailed check,1,1,No,Yes,Yes,1
CUST11196,52,84.73,,One year,DSL,Bank transfer,3,0,No,Yes,No,1
CUST11197,71,55.43,3855.66,Month-to-month,No,Credit card,3,1,No,No,No,1
CUST11198,58,83.2,4765.25,Two year,DSL,Bank transfer,1,2,No,No,Yes,0
CUST11199,45,90.3,3877.82,Month-to-month,DSL,Credit card,1,0,No,No,No,1
